Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Asio\Asio.csproj,File,Asio\Asio.csproj,,,Microsoft.Win32.Registry 5.0.0,,,,,"Microsoft.Win32.Registry, 5.0.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Asio\Asio.csproj,File,Asio\Asio.csproj,,,System.Data.DataSetExtensions 4.5.0,,,,,"System.Data.DataSetExtensions, 4.5.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Audio\Audio.csproj,File,Audio\Audio.csproj,,,System.Data.DataSetExtensions 4.5.0,,,,,"System.Data.DataSetExtensions, 4.5.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Audio\Audio.csproj,File,Audio\Audio.csproj,,,System.Runtime.CompilerServices.Unsafe 5.0.0,,,,,"System.Runtime.CompilerServices.Unsafe, 5.0.0  Recommendation:  Remove System.Runtime.CompilerServices.Unsafe, and replace with new package System.Runtime.CompilerServices.Unsafe 6.1.2"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,Audio\Audio.csproj,File,Audio\Audio.csproj,,,System.Runtime.CompilerServices.Unsafe 5.0.0,,,,,"System.Runtime.CompilerServices.Unsafe, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove System.Runtime.CompilerServices.Unsafe, and replace with new package System.Runtime.CompilerServices.Unsafe, 6.1.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Benchmarks\Benchmarks.csproj,File,Benchmarks\Benchmarks.csproj,,,,,,,,Current target framework: net6.0-windows Recommended target framework: net10.0--windows
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Circuit\Circuit.csproj,File,Circuit\Circuit.csproj,,,System.Data.DataSetExtensions 4.5.0,,,,,"System.Data.DataSetExtensions, 4.5.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Circuit\Circuit.csproj,File,Circuit\Circuit.csproj,,,System.Numerics.Vectors 4.5.0,,,,,"System.Numerics.Vectors, 4.5.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,,,System.Data.DataSetExtensions 4.5.0,,,,,"System.Data.DataSetExtensions, 4.5.0  Recommendation:  Package functionality included with new framework reference"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\Real.cs,156,50,M:System.ValueType.Equals(System.Object),,,,,return obj is Real ? Equals((Real)obj) : base.Equals(obj);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\Real.cs,127,43,T:System.Numerics.BigInteger,,,,,return BigRational.Round(x.r);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\Real.cs,126,45,T:System.Numerics.BigInteger,,,,,return BigRational.Ceiling(x.r);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\Real.cs,125,43,T:System.Numerics.BigInteger,,,,,return BigRational.Floor(x.r);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\Real.cs,55,8,T:System.Numerics.BigInteger,,,,,public static implicit operator Real(BigInteger x) { return new Real(x); }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\Real.cs,48,8,T:System.Numerics.BigInteger,,,,,public static explicit operator BigInteger(Real x) { return (BigInteger)x.r; }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\Real.cs,21,8,T:System.Numerics.BigInteger,,,,,public Real(BigInteger x) { r = x; }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\Real.cs,21,8,T:System.Numerics.BigInteger,,,,,public Real(BigInteger x) { r = x; }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,268,8,T:System.Numerics.BigInteger,,,,,public static BigInteger Round(BigRational x)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,268,56,T:System.Numerics.BigInteger,,,,,"return Floor(x.n + (x.d >> 1), x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,268,56,T:System.Numerics.BigInteger,,,,,"return Floor(x.n + (x.d >> 1), x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,268,56,T:System.Numerics.BigInteger,,,,,"return Floor(x.n + (x.d >> 1), x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,268,56,T:System.Numerics.BigInteger,,,,,"return Floor(x.n + (x.d >> 1), x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,267,8,T:System.Numerics.BigInteger,,,,,public static BigInteger Ceiling(BigRational x)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,267,58,T:System.Numerics.BigInteger,,,,,"return Floor(x.n + x.d - 1, x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,267,58,T:System.Numerics.BigInteger,,,,,"return Floor(x.n + x.d - 1, x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,267,58,T:System.Numerics.BigInteger,,,,,"return Floor(x.n + x.d - 1, x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,267,58,T:System.Numerics.BigInteger,,,,,"return Floor(x.n + x.d - 1, x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,266,8,T:System.Numerics.BigInteger,,,,,public static BigInteger Floor(BigRational x)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,266,56,T:System.Numerics.BigInteger,,,,,"return Floor(x.n, x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,266,56,T:System.Numerics.BigInteger,,,,,"return Floor(x.n, x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,266,56,T:System.Numerics.BigInteger,,,,,"return Floor(x.n, x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,253,8,T:System.Numerics.BigInteger,,,,,"public static BigInteger Floor(BigInteger n, BigInteger d)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,253,8,T:System.Numerics.BigInteger,,,,,"public static BigInteger Floor(BigInteger n, BigInteger d)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,253,8,T:System.Numerics.BigInteger,,,,,"public static BigInteger Floor(BigInteger n, BigInteger d)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,256,12,T:System.Numerics.BigInteger,,,,,"BigInteger q = BigInteger.DivRem(n, d, out r);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,256,12,T:System.Numerics.BigInteger,,,,,"BigInteger q = BigInteger.DivRem(n, d, out r);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,251,48,T:System.Numerics.BigInteger,,,,,return x.n.Sign;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,250,55,T:System.Numerics.BigInteger,,,,,"return BigRational.Unchecked(BigInteger.Abs(x.n), x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,250,55,T:System.Numerics.BigInteger,,,,,"return BigRational.Unchecked(BigInteger.Abs(x.n), x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,250,55,T:System.Numerics.BigInteger,,,,,"return BigRational.Unchecked(BigInteger.Abs(x.n), x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,250,55,T:System.Numerics.BigInteger,,,,,"return BigRational.Unchecked(BigInteger.Abs(x.n), x.d);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,236,12,T:System.Numerics.BigInteger,,,,,"double magnitude = BigInteger.Log(BigInteger.Max(BigInteger.Abs(n), BigInteger.Abs(d)), 2);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,236,12,T:System.Numerics.BigInteger,,,,,"double magnitude = BigInteger.Log(BigInteger.Max(BigInteger.Abs(n), BigInteger.Abs(d)), 2);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,236,12,T:System.Numerics.BigInteger,,,,,"double magnitude = BigInteger.Log(BigInteger.Max(BigInteger.Abs(n), BigInteger.Abs(d)), 2);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,236,12,T:System.Numerics.BigInteger,,,,,"double magnitude = BigInteger.Log(BigInteger.Max(BigInteger.Abs(n), BigInteger.Abs(d)), 2);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,236,12,T:System.Numerics.BigInteger,,,,,"double magnitude = BigInteger.Log(BigInteger.Max(BigInteger.Abs(n), BigInteger.Abs(d)), 2);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,236,12,T:System.Numerics.BigInteger,,,,,"double magnitude = BigInteger.Log(BigInteger.Max(BigInteger.Abs(n), BigInteger.Abs(d)), 2);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,236,12,T:System.Numerics.BigInteger,,,,,"double magnitude = BigInteger.Log(BigInteger.Max(BigInteger.Abs(n), BigInteger.Abs(d)), 2);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,234,12,T:System.Numerics.BigInteger,,,,,BigInteger d = x.d;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,233,12,T:System.Numerics.BigInteger,,,,,BigInteger n = x.n;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,230,12,T:System.Numerics.BigInteger,,,,,if (x.n == 0)                  return 0.0;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,225,21,T:System.Numerics.BigInteger,,,,,if (x.n < 0)                      return double.NegativeInfinity;                  else                      return double.NaN;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,223,16,T:System.Numerics.BigInteger,,,,,if (x.n > 0)                      return double.PositiveInfinity;                  else if (x.n < 0)                      return double.NegativeInfinity;                  else                      return double.NaN;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,221,12,T:System.Numerics.BigInteger,,,,,if (x.d == 0)              {                  if (x.n > 0)                      return double.PositiveInfinity;                  else if (x.n < 0)                      return double.NegativeInfinity;                  else                      return double.NaN;              }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,218,85,T:System.Numerics.BigInteger,,,,,return (int)(x.n / x.d);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,218,85,T:System.Numerics.BigInteger,,,,,return (int)(x.n / x.d);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,218,61,T:System.Numerics.BigInteger,,,,,Debug.Assert(x.d != 0);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,217,86,T:System.Numerics.BigInteger,,,,,return (long)(x.n / x.d);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,217,86,T:System.Numerics.BigInteger,,,,,return (long)(x.n / x.d);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,217,62,T:System.Numerics.BigInteger,,,,,Debug.Assert(x.d != 0);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,216,89,T:System.Numerics.BigInteger,,,,,return (decimal)x.n / (decimal)x.d;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,216,89,T:System.Numerics.BigInteger,,,,,return (decimal)x.n / (decimal)x.d;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,216,65,T:System.Numerics.BigInteger,,,,,Debug.Assert(x.d != 0);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,215,8,T:System.Numerics.BigInteger,,,,,public static explicit operator BigInteger(BigRational x) { Debug.Assert(x.d != 0); return x.n / x.d; }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,215,92,T:System.Numerics.BigInteger,,,,,return x.n / x.d;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,215,92,T:System.Numerics.BigInteger,,,,,return x.n / x.d;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,215,68,T:System.Numerics.BigInteger,,,,,Debug.Assert(x.d != 0);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,210,12,T:System.Numerics.BigInteger,,,,,"return new BigRational(                  sign * (bits[0] + bits[1] * b1 + bits[2] * b2),                  BigInteger.Pow(10, exponent));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,210,12,T:System.Numerics.BigInteger,,,,,"return new BigRational(                  sign * (bits[0] + bits[1] * b1 + bits[2] * b2),                  BigInteger.Pow(10, exponent));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,210,12,T:System.Numerics.BigInteger,,,,,"return new BigRational(                  sign * (bits[0] + bits[1] * b1 + bits[2] * b2),                  BigInteger.Pow(10, exponent));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,210,12,T:System.Numerics.BigInteger,,,,,"return new BigRational(                  sign * (bits[0] + bits[1] * b1 + bits[2] * b2),                  BigInteger.Pow(10, exponent));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,202,34,T:System.Numerics.BigInteger,,,,,b2 = b1 * b1
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,201,34,T:System.Numerics.BigInteger,,,,,b1 = 1UL << 32
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,198,16,T:System.Numerics.BigInteger,,,,,"return new BigRational(new BigInteger(sign * mantissa), BigInteger.One << -exponent);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,198,16,T:System.Numerics.BigInteger,,,,,"return new BigRational(new BigInteger(sign * mantissa), BigInteger.One << -exponent);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,198,16,T:System.Numerics.BigInteger,,,,,"return new BigRational(new BigInteger(sign * mantissa), BigInteger.One << -exponent);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,196,16,T:System.Numerics.BigInteger,,,,,return new BigRational(new BigInteger(sign * mantissa) << exponent);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,149,8,T:System.Numerics.BigInteger,,,,,public static implicit operator BigRational(BigInteger x) { return new BigRational(x); }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,138,77,T:System.Numerics.BigInteger,,,,,return a - Floor(a / b) * b;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,136,16,T:System.Numerics.BigInteger,,,,,return a ^ (int)b.n;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,133,12,T:System.Numerics.BigInteger,,,,,"if (!b.d.IsOne)                  return Math.Pow((double)a, (double)b);              else                  return a ^ (int)b.n;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,129,16,T:System.Numerics.BigInteger,,,,,"return Unchecked(BigInteger.Pow(a.n, b), BigInteger.Pow(a.d, b));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,129,16,T:System.Numerics.BigInteger,,,,,"return Unchecked(BigInteger.Pow(a.n, b), BigInteger.Pow(a.d, b));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,129,16,T:System.Numerics.BigInteger,,,,,"return Unchecked(BigInteger.Pow(a.n, b), BigInteger.Pow(a.d, b));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,129,16,T:System.Numerics.BigInteger,,,,,"return Unchecked(BigInteger.Pow(a.n, b), BigInteger.Pow(a.d, b));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,129,16,T:System.Numerics.BigInteger,,,,,"return Unchecked(BigInteger.Pow(a.n, b), BigInteger.Pow(a.d, b));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,129,16,T:System.Numerics.BigInteger,,,,,"return Unchecked(BigInteger.Pow(a.n, b), BigInteger.Pow(a.d, b));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,127,16,T:System.Numerics.BigInteger,,,,,"return Unchecked(BigInteger.Pow(a.d, -b), BigInteger.Pow(a.n, -b));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,127,16,T:System.Numerics.BigInteger,,,,,"return Unchecked(BigInteger.Pow(a.d, -b), BigInteger.Pow(a.n, -b));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,127,16,T:System.Numerics.BigInteger,,,,,"return Unchecked(BigInteger.Pow(a.d, -b), BigInteger.Pow(a.n, -b));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,127,16,T:System.Numerics.BigInteger,,,,,"return Unchecked(BigInteger.Pow(a.d, -b), BigInteger.Pow(a.n, -b));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ComputerAlgebra\ComputerAlgebra\ComputerAlgebra.csproj,File,ComputerAlgebra\ComputerAlgebra\Utils\BigRational.cs,127,16,T:System.Numerics.BigInteger,,,,,"return Unchecked(BigInteger.Pow(a.d, -b), BigInteger.Pow(a.n, -b));"
